학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,중문학교명,영문학교명,주소,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장(대학원장)명,학교대표번호,학교대표팩스번호
대학원,1337,대구대학교 디자인대학원,본교,특수대학원,경북,사립,고등교육법,영광학원,폐교,大邱大学 设计大学院,Graduate School Of Design Daegu University,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) ","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38453,2001-07-26,designgrad.daegu.ac.kr/,송록영,053-850-5033,053-850-5039
대학원,1339,대구대학교 사회복지대학원,본교,특수대학원,경북,사립,고등교육법,영광학원,기존,大邱大学 社会福利大学院,Graduate School Of Social Welfare Daegu University,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) ","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38453,1981-11-25,socwel.daegu.ac.kr,김동윤,053-850-5033,053-850-5039
대학원,1342,대구대학교 재활과학대학원,본교,특수대학원,대구,사립,고등교육법,영광학원,기존,大邱大学 康复科学大学院,Graduate School Of Rehabilitation Science,"대구광역시 남구 성당로50길 33 (대명동, 대구대학교) ","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",42400,1991-11-15,rehabgrad.daegu.ac.kr/,김화수,053-850-5034,053-850-5039
대학원,1343,대구대학교 특수교육대학원,본교,특수대학원,경북,사립,고등교육법,영광학원,기존,大邱大学 特殊教育大学院,Graduate School Of Special Education,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) ","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38453,1997-11-01,spedgrad.daegu.ac.kr,박남수,053-850-5073,053-850-5079
대학원,1347,대구대학교 산업・행정대학원,본교,특수대학원,대구,사립,고등교육법,영광학원,폐교,大邱大学 产业行政大学院,Graduate School Of Industry & Public Administration,"대구광역시 남구 성당로50길 33 (대명동, 대구대학교) ","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",42400,2001-07-26,info.daegu.ac.kr/,송록영,053-850-5034,053-850-5039
대학원,1348,대구가톨릭대학교 대학원,본교,일반대학원,경북,사립,고등교육법,선목학원,기존,大邱加图立大学 研究院,DAEGU CATHOLIC UNIVERSITY GRADUATE SCHOOL,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38430,1995-03-01,dept.cu.ac.kr/user/postgraduate/,서보욱,053-850-3581,053-359-6400
대학원,1349,대구가톨릭대학교 경영대학원,본교,특수대학원,대구,사립,고등교육법,선목학원,폐교,大邱加图立大学 经营研究院,Graduate School Of Business Administration Daegu Catholic University,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",41969,1995-03-01,dept.cu.ac.kr/user/business/,조성제,053-660-5252,053-359-6140
대학원,1350,대구가톨릭대학교 교육대학원,본교,특수대학원,경북,사립,고등교육법,선목학원,기존,大邱加图立大学 教育研究院,DAEGU CATHOLIC UNIVERSITY GRADUATE SCHOOL OF EDUCATION,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38430,1989-11-06,edu.cu.ac.kr,강종훈,053-850-3508,053-359-6410
대학원,1352,대구가톨릭대학교 디자인대학원,본교,특수대학원,대구,사립,고등교육법,선목학원,폐교,大邱加图立大学 设计研究院,Graduate School Of Design,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",41969,1996-11-02,dept.cu.ac.kr/user/cudesign/,양정은,053-660-5252,053-359-6140
대학원,1354,대구가톨릭대학교 사회복지대학원,본교,특수대학원,대구,사립,고등교육법,선목학원,기존,大邱加图立大学校 社会福祉大学院,Graduate School Of Social Welfare Daegu Catholic University,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",41969,1996-11-02,dept.cu.ac.kr/user/social/,김안나,053-660-5252,053-359-6140
대학원,1355,대구가톨릭대학교 신학대학원,본교,특수대학원,대구,사립,고등교육법,선목학원,기존,大邱加图立大学校 神学大学院,Graduate School Of Tehology Daegu Catholic University,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",41969,2003-10-30,dept.cu.ac.kr/user/theology/,허찬욱,053-660-5111,053-660-5120
대학원,1357,대구가톨릭대학교 음악대학원,본교,특수대학원,경북,사립,고등교육법,선목학원,폐교,大邱加图立大学 音乐研究院,Graduate School Of Music,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38430,2009-09-11,dept.cu.ac.kr/user/music/,이병삼,053-660-5512,053-660-5510
대학원,1359,대구가톨릭대학교 국제・다문화대학원,본교,특수대학원,대구,사립,고등교육법,선목학원,폐교,大邱가톨릭大學校国际・多文化大學院,Gradute School Of International And Multicultural Studies Daegu Catholic University,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",41969,2002-10-30,dept.cu.ac.kr/user/inter/,유두련,053-660-5252,053-359-6140
대학원,1360,세한대학교 일반대학원,본교,일반대학원,전남,사립,고등교육법,영신학원,기존,世翰大学校 一般大学院,Graduate School of Liberal Arts Sehan University,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) ","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,2000-03-06,www.sehan.ac.kr,안종기,061-469-1114,061-462-2510
대학원,1361,세한대학교 경영행정대학원,본교,특수대학원,전남,사립,고등교육법,영신학원,폐교,世翰大學校 經營行政大學院,Graduateschoolofbusinessadministrationsehan,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) ","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,1998-03-05,www.sehan.ac.kr,윤상기,061-469-1114,061-462-2510
대학원,1362,세한대학교 교육대학원,본교,특수대학원,전남,사립,고등교육법,영신학원,폐교,世翰大學校 敎育大學院,Graduate Schoo Lof Education Sehan University,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) ","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,2000-03-06,www.sehan.ac.kr,윤상기,061-469-1114,061-462-2510
대학원,1363,세한대학교 보건대학원,본교,특수대학원,전남,사립,고등교육법,영신학원,폐교,世翰大學校 保健大學院,Graduateschoolofhealthscienceandmansehanuni,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) ","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,2001-03-01,www.sehan.ac.kr,윤상기,061-469-1114,061-462-2510
대학원,1365,세한대학교 산업기술대학원,본교,특수대학원,전남,사립,고등교육법,영신학원,폐교,世翰大學校 産業技術大學院,Graduateschoolindustryandtechnologysehanuni,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) ","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,1998-03-05,www.sehan.ac.kr,윤상기,061-469-1114,061-462-2510
대학원,1368,대신대학교 대학원,본교,일반대학원,경북,사립,고등교육법,대구신학원,기존,大神大学校 大学院,Daeshin Graduate School,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교) ","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38649,2001-07-26,www.daeshin.ac.kr,박윤만,053-810-0701,053-811-4178
대학원,1369,대신대학교 신학대학원,본교,특수대학원,경북,사립,고등교육법,대구신학원,기존,大神大学校 神学大学院,Daeshin Theological Seminary,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교) ","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38649,2000-07-18,www.daeshin.ac.kr,홍철,053-810-0701,053-811-4178
대학원,1370,대전가톨릭대학교 대학원,본교,일반대학원,세종,사립,고등교육법,천주교대전교구대지학원,기존,大田加图立大学校 大学院,Daejeoncatholicuniversity,"세종특별자치시 전의면 가톨릭대학로 30 (신방리, 대전가톨릭대학교) ","30, Catholicdaehak-ro, Jeonui-myeon, Sejong-si, Republic of Korea","30, Catholicdaehak-ro, Jeonui-myeon, Sejong-si, Republic of Korea",30006,1993-03-01,dcatholic.ac.kr,김인호,044-861-7101,044-861-7106
대학원,1371,대전대학교 일반대학원,본교,일반대학원,대전,사립,고등교육법,혜화학원,기존,大田大学 一般研究生院,Graduate School Daejeon University,"대전광역시 동구 대학로 62 (용운동, 대전대학교) ","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea",34520,1987-11-09,https://www.dju.ac.kr/gdhl/main.do,이봉환,042-280-2114,042-283-8808
대학원,1373,대전대학교 교육대학원,본교,특수대학원,대전,사립,고등교육법,혜화학원,기존,大田大学 教育研究生院,Grauate School Of Education Daejeon University,"대전광역시 동구 대학로 62 (용운동, 대전대학교) ","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea",34520,1999-11-19,https://www.dju.ac.kr/gdhl/main.do,이봉환,042-280-2114,042-283-8808
대학원,1376,대전대학교 경영행정・사회복지대학원,본교,특수대학원,대전,사립,고등교육법,혜화학원,폐교,大田大学 经营行政・社会福祉研究生院,Graduate School Of Business And Public Administration & Social Welfare Daejeon University,"대전광역시 동구 대학로 62 (용운동, 대전대학교) ","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea",34520,2002-10-30,https://www.dju.ac.kr/gdhl/main.do,이봉환,042-280-2114,042-283-8808
대학원,1378,대진대학교 대학원,본교,일반대학원,경기,사립,고등교육법,대진대학교,기존,大真大学校 研究生院,Graduate School Of Daejin University,"경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,1995-10-18,grad.daejin.ac.kr,한만소,031-539-2103,031-539-2109
대학원,1381,대진대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,대진대학교,기존,大真大学校 教育研究生院,"Graduate School Of Education, Daejin University","경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,1995-10-23,edu.daejin.ac.kr,한만소,031-539-2126,031-539-2109
대학원,1386,대진대학교 법무행정대학원,본교,특수대학원,경기,사립,고등교육법,대진대학교,폐교,大真大学校 法律行政研究生院,"Graduate School Of Law Affairs-Public, Daejin University","경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,1996-11-02,grad.daejin.ac.kr,소성규,031-539-2103,031-539-2109
대학원,1387,대진대학교 통일대학원,본교,특수대학원,경기,사립,고등교육법,대진대학교,기존,大真大学校 统一研究生院,Graduate School Of Reunification Daejin University,"경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,2001-07-26,grad.daejin.ac.kr,박영택,031-539-2104,031-539-2169
대학원,1389,대진대학교 문화예술전문대학원,본교,전문대학원,경기,사립,고등교육법,대진대학교,폐교,大真大学校 文化艺术专门研究生院,"Graduate School Of Art & Culture,Daejin University","경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,2002-11-01,grad.daejin.ac.kr,한만소,031-539-2103,031-539-2109
대학원,1390,서울기독대학교 대학원,본교,일반대학원,서울,사립,고등교육법,환원학원,기존,首尔基督大学校 大学院,Seoul Christian University Graduate School,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교) ","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,2000-10-01,www.scu.ac.kr,우국희,02-380-2500,02-380-2535
대학원,1391,서울기독대학교 사회복지대학원,본교,특수대학원,서울,사립,고등교육법,환원학원,기존,首尔基督大学校 社会福祉大学院,Seoul Christian University Graduate School Of Social Welfare,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교) ","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,2001-09-01,www.scu.ac.kr,우국희,02-380-2500,02-380-2535
대학원,1392,서울기독대학교 신학전문대학원,본교,전문대학원,서울,사립,고등교육법,환원학원,폐교,首尔基督大学校 神学专门大学院,Seoul Christian University Graduate School Of Theology,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교) ","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,2001-09-01,grad.scu.ac.kr,김부자,02-380-2507,02-380-2535
대학원,1394,서울기독대학교 치유상담대학원,본교,특수대학원,서울,사립,고등교육법,환원학원,기존,首尔基督大学校 治愈相谈大学院,Seoul Christian University Graduate School Of Healing And Counseling,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교) ","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,2002-10-01,www.scu.ac.kr,우국희,02-380-2500,02-380-2535
대학원,1396,덕성여자대학교 대학원,본교,일반대학원,서울,사립,고등교육법,덕성학원,기존,德成女子大学  研究生院 ,The Graduate School Of Duksung Women'S University,"서울특별시 도봉구 삼양로144길 33 (쌍문동, 덕성여자대학교) ","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea",1369,1979-12-05,graduate.duksung.ac.kr,조애리,02-901-8152,02-901-8150
대학원,1397,덕성여자대학교 교육대학원,본교,특수대학원,서울,사립,고등교육법,덕성학원,기존,德成女子大学 教育学研究生院,The Graduate School Of Education Duksung Women'S University,"서울특별시 종로구 삼일대로 460 (운니동, 덕성여자대학교 교육, 문화산업대학원) ","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea",3131,1996-10-30,education.duksung.ac.kr,정하숙,02-741-5813,02-741-5814
대학원,1400,덕성여자대학교 문화산업대학원,본교,특수대학원,서울,사립,고등교육법,덕성학원,기존,德成女子大学 文化产业研究生院,The Graduate School Of Culture & Industry Duksung Women'S University,"서울특별시 종로구 삼일대로 460 (운니동, 덕성여자대학교 교육, 문화산업대학원) ","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea",3131,2009-03-01,cul.duksung.ac.kr,정하숙,02-741-1841,02-741-5814
대학원,1401,동국대학교 대학원,본교,일반대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 一般大学院,Graduate School Of Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1953-02-06,gs.dongguk.edu,김상겸,02-2260-3037,02-2260-8894
대학원,1402,동국대학교(경주) 일반대학원,분교,일반대학원,경북,사립,고등교육법,동국대학교,기존,东国大学 研究生院,Dongguk University,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스) ","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38066,1953-02-06,www.dongguk.edu,김인홍,054-770-2844,054-770-2846
대학원,1403,동국대학교 경영대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,폐교,东国大学 经营大学院,Graduate School Of Business Administraion Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1973-01-09,gsba.dongguk.edu,김대룡,02-2260-8884,02-2260-3684
대학원,1404,동국대학교 교육대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 教育大学院,Graduate School Of Education Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1978-12-30,gsedu.dongguk.edu,조상식,02-2260-3111,02-2260-3113
대학원,1405,동국대학교 국제정보대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,폐교,东国大学 国际信息大学院,Graduate School Of International Affairs And Information,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1997-10-25,gsiai.dongguk.edu,김관규,02-2260-3734,02-2260-3736
대학원,1406,동국대학교 문화예술대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 文化艺术大学院,Graduate School Of Culture And Arts Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1994-10-21,gsca.dongguk.edu,오병욱,02-2260-3606,02-2260-3741
대학원,1407,동국대학교 법무대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 法务大学院,Graduate School Of Legal Affairs Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1967-03-02,gslaw.dongguk.edu,강동욱,02-2260-3226,02-2260-3941
대학원,1408,동국대학교 불교대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 佛教大学院,Graduate School Of Buddhist Studies Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1990-11-09,gsbs.dongguk.edu,신성현,02-2260-3097,02-2260-8627
대학원,1409,동국대학교(경주) 사회과학대학원,분교,특수대학원,경북,사립,고등교육법,동국대학교,기존,东国大学 社会科学研究生院,Graduate School Of Social Science,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스) ","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38066,1989-03-01,gss.dongguk.ac.kr,황의서,054-770-2095,054-770-2355
대학원,1410,동국대학교(경주) 경영대학원,분교,특수대학원,경북,사립,고등교육법,동국대학교,기존,东国大学 经营研究生院,Graduate School Of  Management,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스) ","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38066,2009-03-01,web.dongguk.ac.kr,김흥식,054-770-2357,054-770-2310
대학원,1412,동국대학교 산업대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,폐교,东国大学 产业大学院,Graduate School Of Industrial Tech,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1991-11-15,gsite.dongguk.ac.kr,박준영,02-2260-3860,02-2260-8898
대학원,1413,동국대학교 언론정보대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 新闻信息大学院,Graduate School Of Communication And Information Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1987-11-09,gsci.dongguk.edu,최응렬,02-2260-3734,02-2260-3736
대학원,1415,동국대학교 행정대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 行政大学院,Graduate School Of Public Administration Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1906-05-08,gspa.dongguk.edu,장하용,02-2260-3103,02-2260-3978
대학원,1416,동국대학교 영상대학원(전문),본교,전문대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 影像大学院,Graduated School Of Digital Image & Contents Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,2001-03-02,dic.dongguk.edu,이원덕,02-2260-3763,02-2260-3766
대학원,1417,동국대학교 영상정보통신대학원,본교,전문대학원,서울,사립,고등교육법,동국대학교,폐교,东国大学 影像信息通信大学院,Graduate School Of Image And Informationtechnology,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,2001-03-02,dic.dongguk.edu,김정환,02-2260-3763,02-2260-3766
대학원,1418,동국대학교(경주) 불교문화대학원,분교,특수대학원,경북,사립,고등교육법,동국대학교,기존,东国大学 佛教文化研究生院,Graduate School Of Buddhist Culture And Fine Arts,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스) ","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38066,2000-07-18,gsb.dongguk.ac.kr,안양규,054-770-2393,054-770-2396
대학원,1419,동국대학교 경영전문대학원,본교,전문대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 经营专业大学院,Dongguk Business School(Mba),"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,2007-02-27,mba.dongguk.edu,김대룡,02-2260-8884,02-2260-3684
대학원,1420,동국대학교(경주) 의학전문대학원,분교,전문대학원,경북,사립,고등교육법,동국대학교,폐교,东国大学 医学专门研究生院,School Of Medicine,"경상북도 경주시 동대로 123 (석장동, 동국대학교경주캠퍼스) ","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","123, Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38066,2009-03-01,med.dongguk.ac.kr,서정일,054-770-2827,054-770-2447
대학원,1422,동국대학교 경찰사법대학원,본교,특수대학원,서울,사립,고등교육법,동국대학교,기존,东国大学 警察司法大学院,Graduate School Of Police And Criminal Justice Dongguk University,"서울특별시 중구 필동로1길 30 (장충동2가, 동국대학교) ","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,2011-03-02,gspcj.dongguk.edu,최응렬,02-2260-3103,02-2260-3978
대학원,1423,동덕여자대학교 일반대학원,본교,일반대학원,서울,사립,고등교육법,동덕학원,기존,同德女子大学 研究生院,The Graduate School,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교) ","60, Hwarang-ro 13-gil, Seongbuk-gu, Seoul, Republic of Korea","60, Hwarang-ro 13-gil, Seongbuk-gu, Seoul, Republic of Korea",2748,1980-10-01,www.dongduk.ac.kr,홍유진,02-940-4108,02-940-4109
